GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7L001,U7L002,U7L003,U7L004,U7L005,U7L006,U7L007,U7L008,U7L009,U7L010,U7L011,U7L012,U7L013,U7L014,U7L015,U7L016,U7L017
"G2500230542302","2020","MA","1400000US25023542302","25023542302","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"542302",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","7538924","221016","5423.02","Census Tract 5423.02","S","+41.8911834","-070.9276185","CT",,4335,4171,3679,130,10,81,0,50,221,164,51,5,6,0,0,30,72
"G2500230543100","2020","MA","1400000US25023543100","25023543100","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"543100",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01102","38023287","1099161","5431","Census Tract 5431","S","+41.9591000","-070.8027525","CT",,2930,2893,2755,21,10,13,2,13,79,37,13,0,0,0,0,6,18
"G2500230544100","2020","MA","1400000US25023544100","25023544100","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"544100",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","27136150","1422755","5441","Census Tract 5441","S","+41.9162554","-070.7878614","CT",,5570,5468,5048,63,8,43,0,52,254,102,21,0,4,0,0,21,56
"G2500230544200","2020","MA","1400000US25023544200","25023544200","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"544200",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","69485830","4840087","5442","Census Tract 5442","S","+41.8586967","-070.7458740","CT",,6075,5944,5549,41,7,29,2,58,258,131,36,8,8,0,0,17,62
"G2500230545100","2020","MA","1400000US25023545100","25023545100","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"545100",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","28303368","2555575","5451","Census Tract 5451","S","+41.7687663","-070.7545896","CT",,6844,6660,5605,155,21,46,0,180,653,184,51,6,1,0,0,57,69
"G2500230545200","2020","MA","1400000US25023545200","25023545200","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"545200",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","41435186","3428997","5452","Census Tract 5452","S","+41.7811972","-070.6796359","CT",,6478,6202,5182,147,25,57,2,193,596,276,88,9,12,0,0,69,98
"G2500230545300","2020","MA","1400000US25023545300","25023545300","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"545300",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","7010777","3081500","5453","Census Tract 5453","S","+41.7464809","-070.6488256","CT",,4463,4337,3650,105,24,46,1,144,367,126,44,4,0,0,0,16,62
"G2500230545400","2020","MA","1400000US25023545400","25023545400","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"545400",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","16019036","17995256","5454","Census Tract 5454","S","+41.7298517","-070.6992524","CT",,5518,5363,4606,148,27,61,0,133,388,155,70,1,2,0,0,26,56
"G2500230560100","2020","MA","1400000US25023560100","25023560100","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"560100",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","44909762","17697675","5601","Census Tract 5601","S","+41.6613631","-070.8120237","CT",,6508,6359,5956,25,17,55,4,56,246,149,23,0,0,3,0,24,99
"G2500230561100","2020","MA","1400000US25023561100","25023561100","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"561100",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01104","36591437","31161477","5611","Census Tract 5611","S","+41.6991271","-070.7490314","CT",,5347,5122,4558,83,14,73,0,112,282,225,40,0,0,0,0,23,162
"G2500230561400","2020","MA","1400000US25023561400","25023561400","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"561400",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01102","8323104","343090","5614","Census Tract 5614","S","+42.0004130","-070.9512890","CT",,6225,6013,5144,426,5,96,1,63,278,212,41,8,1,0,0,57,105
"G2500230980200","2020","MA","1400000US25023980200","25023980200","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"980200",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01102","6851832","328265","9802","Census Tract 9802","S","+41.9500489","-070.9519064","CT",,1575,1264,826,347,22,12,0,23,34,311,63,9,0,0,0,49,190
"G2500230980300","2020","MA","1400000US25023980300","25023980300","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"980300",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01102","759381","1294","9803","Census Tract 9803","S","+41.9901010","-070.9624084","CT",,2820,2633,2039,408,0,67,0,31,88,187,87,43,0,0,5,41,11
"G2500230990003","2020","MA","1400000US25023990003","25023990003","1","1","Massachusetts","25","Plymouth County","023",,,,,,,"990003",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"01103","0","737394647","9900.03","Census Tract 9900.03","S","+42.0626995","-070.5623387","CT",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500250000101","2020","MA","1400000US25025000101","25025000101","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000101",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","249924","0","1.01","Census Tract 1.01","S","+42.3608778","-071.1330510","CT",,1876,1693,1211,83,7,274,0,39,79,183,37,7,6,0,0,49,84
"G2500250000102","2020","MA","1400000US25025000102","25025000102","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000102",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","1067435","0","1.02","Census Tract 1.02","S","+42.3590809","-071.1439885","CT",,3714,3160,1565,298,8,883,2,177,227,554,98,26,13,2,0,264,151
"G2500250000201","2020","MA","1400000US25025000201","25025000201","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000201",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","599227","0","2.01","Census Tract 2.01","S","+42.3540651","-071.1611678","CT",,3953,3531,2712,138,1,421,0,101,158,422,62,30,4,1,0,186,139
"G2500250000202","2020","MA","1400000US25025000202","25025000202","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000202",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","601636","0","2.02","Census Tract 2.02","S","+42.3526051","-071.1543443","CT",,4148,3370,2394,221,1,536,0,64,154,778,135,41,2,1,1,400,198
"G2500250000301","2020","MA","1400000US25025000301","25025000301","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000301",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","571431","0","3.01","Census Tract 3.01","S","+42.3541444","-071.1688200","CT",,3136,2871,2218,120,0,403,1,30,99,265,44,18,13,4,0,101,85
"G2500250000302","2020","MA","1400000US25025000302","25025000302","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000302",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","589979","46101","3.02","Census Tract 3.02","S","+42.3472585","-071.1676864","CT",,3072,2839,2022,91,0,550,3,52,121,233,35,5,5,3,0,99,86
"G2500250000401","2020","MA","1400000US25025000401","25025000401","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000401",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","431042","0","4.01","Census Tract 4.01","S","+42.3438495","-071.1492929","CT",,5853,5408,3717,177,6,1242,2,42,222,445,91,10,3,5,1,180,155
"G2500250000402","2020","MA","1400000US25025000402","25025000402","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000402",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","806770","0","4.02","Census Tract 4.02","S","+42.3441742","-071.1588288","CT",,3644,3424,2526,93,4,610,0,57,134,220,46,6,1,1,1,64,101
"G2500250000502","2020","MA","1400000US25025000502","25025000502","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000502",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","847704","334529","5.02","Census Tract 5.02","S","+42.3315048","-071.1574973","CT",,6986,6455,5158,343,27,690,22,34,181,531,101,5,1,4,0,286,134
"G2500250000503","2020","MA","1400000US25025000503","25025000503","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000503",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","139947","0","5.03","Census Tract 5.03","S","+42.3396411","-071.1500865","CT",,2418,2206,1621,82,7,381,0,14,101,212,59,8,5,1,0,42,97
"G2500250000505","2020","MA","1400000US25025000505","25025000505","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000505",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","144386","0","5.05","Census Tract 5.05","S","+42.3431835","-071.1411123","CT",,2196,1953,1383,142,0,328,0,23,77,243,48,7,5,5,0,101,77
"G2500250000506","2020","MA","1400000US25025000506","25025000506","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000506",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","188906","0","5.06","Census Tract 5.06","S","+42.3401535","-071.1459005","CT",,2895,2688,2000,75,6,477,0,18,112,207,43,8,5,0,0,55,96
"G2500250000601","2020","MA","1400000US25025000601","25025000601","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000601",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","495266","0","6.01","Census Tract 6.01","S","+42.3509820","-071.1456705","CT",,3758,3356,2333,93,3,686,1,49,191,402,73,10,7,0,3,190,119
"G2500250000603","2020","MA","1400000US25025000603","25025000603","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000603",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","312487","0","6.03","Census Tract 6.03","S","+42.3476014","-071.1449263","CT",,1757,1312,401,396,0,420,0,10,85,445,70,28,6,1,3,214,123
"G2500250000604","2020","MA","1400000US25025000604","25025000604","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000604",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","287064","0","6.04","Census Tract 6.04","S","+42.3510440","-071.1397725","CT",,2591,2230,1377,110,1,550,1,51,140,361,67,4,9,2,0,153,126
"G2500250000701","2020","MA","1400000US25025000701","25025000701","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000701",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","230440","0","7.01","Census Tract 7.01","S","+42.3469580","-071.1379847","CT",,4517,4098,2644,145,3,1045,0,47,214,419,90,17,3,4,0,153,152
"G2500250000703","2020","MA","1400000US25025000703","25025000703","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000703",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","178001","0","7.03","Census Tract 7.03","S","+42.3513284","-071.1282176","CT",,2442,2194,1250,99,3,726,0,15,101,248,73,4,6,3,0,78,84
"G2500250000704","2020","MA","1400000US25025000704","25025000704","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000704",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","239779","0","7.04","Census Tract 7.04","S","+42.3500028","-071.1334045","CT",,5312,4613,2669,287,2,1387,4,58,206,699,121,33,8,6,0,292,239
"G2500250000804","2020","MA","1400000US25025000804","25025000804","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000804",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","607596","0","8.04","Census Tract 8.04","S","+42.3586255","-071.1308995","CT",,3813,2995,1661,217,5,824,4,70,214,818,90,15,30,5,0,465,213
"G2500250000805","2020","MA","1400000US25025000805","25025000805","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000805",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","369879","0","8.05","Census Tract 8.05","S","+42.3539909","-071.1278821","CT",,4616,4084,2194,176,4,1437,0,64,209,532,96,15,0,4,2,261,154
"G2500250000806","2020","MA","1400000US25025000806","25025000806","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000806",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","1417183","0","8.06","Census Tract 8.06","S","+42.3636765","-071.1264765","CT",,1972,1764,949,150,0,530,4,10,121,208,63,7,1,2,0,31,104
"G2500250000807","2020","MA","1400000US25025000807","25025000807","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"000807",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","218594","0","8.07","Census Tract 8.07","S","+42.3524656","-071.1168882","CT",,2282,2072,1225,204,0,520,10,0,113,210,68,16,0,1,0,80,45
"G2500250010103","2020","MA","1400000US25025010103","25025010103","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010103",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","288105","0","101.03","Census Tract 101.03","S","+42.3498504","-071.1034992","CT",,4697,4184,2661,352,13,942,4,55,157,513,179,4,0,0,0,293,37
"G2500250010104","2020","MA","1400000US25025010104","25025010104","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010104",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","281681","5013","101.04","Census Tract 101.04","S","+42.3494300","-071.0937493","CT",,5063,4530,3135,184,19,962,1,38,191,533,263,1,0,4,1,122,142
"G2500250010204","2020","MA","1400000US25025010204","25025010204","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010204",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","253410","607","102.04","Census Tract 102.04","S","+42.3464726","-071.1034355","CT",,3443,3178,1690,168,0,1097,12,32,179,265,122,7,2,0,0,54,80
"G2500250010205","2020","MA","1400000US25025010205","25025010205","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010205",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","182773","0","102.05","Census Tract 102.05","S","+42.3432726","-071.0994449","CT",,4906,4489,2343,217,7,1667,0,43,212,417,80,14,0,0,0,131,192
"G2500250010206","2020","MA","1400000US25025010206","25025010206","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010206",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","182280","1185","102.06","Census Tract 102.06","S","+42.3465040","-071.0942317","CT",,2154,1931,1040,50,0,749,0,9,83,223,68,8,0,2,0,52,93
"G2500250010300","2020","MA","1400000US25025010300","25025010300","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010300",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","507208","0","103","Census Tract 103","S","+42.3394220","-071.1018257","CT",,5186,4700,3584,329,4,608,4,19,152,486,128,20,7,5,0,196,130
"G2500250010403","2020","MA","1400000US25025010403","25025010403","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010403",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","88555","0","104.03","Census Tract 104.03","S","+42.3450750","-071.0880611","CT",,3179,2847,1571,246,1,859,2,21,147,332,64,18,0,4,2,117,127
"G2500250010404","2020","MA","1400000US25025010404","25025010404","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010404",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","136909","0","104.04","Census Tract 104.04","S","+42.3419678","-071.0886377","CT",,5747,5212,3291,394,0,1247,24,19,237,535,233,41,7,9,0,159,86
"G2500250010405","2020","MA","1400000US25025010405","25025010405","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010405",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","364894","0","104.05","Census Tract 104.05","S","+42.3398656","-071.0895958","CT",,6853,6306,3793,683,5,1332,0,164,329,547,143,24,6,10,0,246,118
"G2500250010408","2020","MA","1400000US25025010408","25025010408","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010408",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00801","43381","0","104.08","Census Tract 104.08","S","+42.3431682","-071.0958461","CT",,1438,1244,821,39,0,311,0,8,65,194,54,9,0,0,1,69,61
"G2500250010500","2020","MA","1400000US25025010500","25025010500","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010500",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","193266","6725","105","Census Tract 105","S","+42.3444618","-071.0843482","CT",,3876,3576,2086,306,5,987,3,30,159,300,99,7,4,0,0,101,89
"G2500250010600","2020","MA","1400000US25025010600","25025010600","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010600",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","339678","0","106","Census Tract 106","S","+42.3476422","-071.0793745","CT",,3529,3280,2472,149,0,507,1,12,139,249,63,10,0,6,0,48,122
"G2500250010701","2020","MA","1400000US25025010701","25025010701","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010701",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","202021","0","107.01","Census Tract 107.01","S","+42.3497199","-071.0838784","CT",,2543,2382,1963,53,0,240,0,13,113,161,56,4,0,0,0,34,67
"G2500250010702","2020","MA","1400000US25025010702","25025010702","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010702",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","300176","0","107.02","Census Tract 107.02","S","+42.3518383","-071.0755131","CT",,2328,2171,1856,52,4,154,0,14,91,157,35,8,0,0,0,39,75
"G2500250010801","2020","MA","1400000US25025010801","25025010801","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010801",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","132039","0","108.01","Census Tract 108.01","S","+42.3541707","-071.0769092","CT",,2856,2654,2235,86,3,237,0,10,83,202,67,6,2,1,0,52,74
"G2500250010802","2020","MA","1400000US25025010802","25025010802","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"010802",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","156827","0","108.02","Census Tract 108.02","S","+42.3515155","-071.0857007","CT",,3058,2919,2453,44,4,281,0,20,117,139,53,5,1,1,0,17,62
"G2500250020101","2020","MA","1400000US25025020101","25025020101","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"020101",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","219375","0","201.01","Census Tract 201.01","S","+42.3577451","-071.0693336","CT",,4235,4068,3643,44,0,210,0,25,146,167,41,0,5,2,0,25,94
"G2500250020200","2020","MA","1400000US25025020200","25025020200","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"020200",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","108297","0","202","Census Tract 202","S","+42.3602609","-071.0685049","CT",,3804,3535,2870,166,1,329,1,13,155,269,70,6,3,5,0,58,127
"G2500250020301","2020","MA","1400000US25025020301","25025020301","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"020301",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","262787","528","203.01","Census Tract 203.01","S","+42.3631736","-071.0686464","CT",,2166,2023,1288,60,0,581,0,11,83,143,34,0,1,0,0,29,79
"G2500250020302","2020","MA","1400000US25025020302","25025020302","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"020302",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","76786","0","203.02","Census Tract 203.02","S","+42.3593442","-071.0639956","CT",,1293,1193,1007,42,0,90,0,8,46,100,33,1,2,1,0,4,59
"G2500250020304","2020","MA","1400000US25025020304","25025020304","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"020304",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","145054","0","203.04","Census Tract 203.04","S","+42.3640512","-071.0609927","CT",,1906,1713,1269,111,2,233,1,20,77,193,41,12,0,1,0,43,96
"G2500250020305","2020","MA","1400000US25025020305","25025020305","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"020305",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","297773","71961","203.05","Census Tract 203.05","S","+42.3667770","-071.0645674","CT",,3633,3356,2376,167,7,625,0,54,127,277,52,10,3,4,0,75,133
"G2500250030100","2020","MA","1400000US25025030100","25025030100","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"030100",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","77344","0","301","Census Tract 301","S","+42.3669373","-071.0561403","CT",,2115,2014,1842,26,0,85,2,5,54,101,39,0,0,3,0,8,51
"G2500250030200","2020","MA","1400000US25025030200","25025030200","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"030200",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","58261","0","302","Census Tract 302","S","+42.3646862","-071.0570125","CT",,1815,1710,1558,13,0,76,1,3,59,105,34,2,0,0,0,25,44
"G2500250030301","2020","MA","1400000US25025030301","25025030301","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"030301",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","154190","242405","303.01","Census Tract 303.01","S","+42.3599516","-071.0492086","CT",,1385,1333,1154,4,0,140,3,10,22,52,12,0,0,0,0,6,34
"G2500250030302","2020","MA","1400000US25025030302","25025030302","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"030302",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","477388","0","303.02","Census Tract 303.02","S","+42.3601404","-071.0577232","CT",,1844,1687,1300,103,2,195,0,13,74,157,48,7,6,2,0,23,71
"G2500250030400","2020","MA","1400000US25025030400","25025030400","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"030400",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","165170","0","304","Census Tract 304","S","+42.3637112","-071.0536706","CT",,4160,3927,3511,69,6,171,0,26,144,233,60,5,0,0,0,41,127
"G2500250030500","2020","MA","1400000US25025030500","25025030500","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"030500",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","191230","294934","305","Census Tract 305","S","+42.3675671","-071.0515811","CT",,2715,2626,2395,33,1,108,2,11,76,89,43,3,2,0,0,8,33
"G2500250040100","2020","MA","1400000US25025040100","25025040100","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"040100",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","264111","62166","401","Census Tract 401","S","+42.3730476","-071.0597515","CT",,2360,2261,2051,17,3,94,0,16,80,99,12,0,3,5,0,25,54
"G2500250040200","2020","MA","1400000US25025040200","25025040200","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"040200",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","141296","0","402","Census Tract 402","S","+42.3769050","-071.0567739","CT",,1594,1214,837,197,4,91,1,12,72,380,57,27,9,1,0,145,141
"G2500250040300","2020","MA","1400000US25025040300","25025040300","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"040300",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","279606","0","403","Census Tract 403","S","+42.3787362","-071.0633901","CT",,4525,4060,3506,226,0,138,0,21,169,465,76,25,5,1,0,180,178
"G2500250040401","2020","MA","1400000US25025040401","25025040401","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"040401",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","433403","26534","404.01","Census Tract 404.01","S","+42.3740347","-071.0665218","CT",,2922,2718,2206,68,0,354,0,24,66,204,65,12,3,0,0,66,58
"G2500250040600","2020","MA","1400000US25025040600","25025040600","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"040600",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","1437083","413598","406","Census Tract 406","S","+42.3832248","-071.0698352","CT",,3683,3481,2981,89,2,266,1,6,136,202,37,8,5,5,0,64,83
"G2500250040801","2020","MA","1400000US25025040801","25025040801","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"040801",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","950452","755218","408.01","Census Tract 408.01","S","+42.3789064","-071.0518705","CT",,4036,3311,2045,393,7,703,2,19,142,725,159,59,10,0,3,315,179
"G2500250050101","2020","MA","1400000US25025050101","25025050101","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"050101",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","299770","184516","501.01","Census Tract 501.01","S","+42.3816657","-071.0397908","CT",,4917,1859,1242,176,2,253,7,43,136,3058,421,34,50,0,2,1867,684
"G2500250050200","2020","MA","1400000US25025050200","25025050200","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"050200",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","243271","0","502","Census Tract 502","S","+42.3775778","-071.0357577","CT",,5197,2029,1467,121,15,174,3,78,171,3168,285,33,72,2,0,1892,884
"G2500250050300","2020","MA","1400000US25025050300","25025050300","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"050300",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","355332","364090","503","Census Tract 503","S","+42.3722392","-071.0434118","CT",,3258,2051,1251,283,5,354,0,32,126,1207,188,45,10,1,0,595,368
"G2500250050400","2020","MA","1400000US25025050400","25025050400","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"050400",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","131981","0","504","Census Tract 504","S","+42.3682184","-071.0379019","CT",,2372,1403,1090,41,2,119,1,60,90,969,106,4,9,1,0,515,334
"G2500250050500","2020","MA","1400000US25025050500","25025050500","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"050500",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","272242","0","505","Census Tract 505","S","+42.3708587","-071.0319250","CT",,2174,1230,932,45,0,103,0,25,125,944,123,9,13,0,0,445,354
"G2500250050600","2020","MA","1400000US25025050600","25025050600","1","1","Massachusetts","25","Suffolk County","025",,,,,,,"050600",,,,,,,,,,,"14460","1","148","14454",,,,,,,,,,,,,,,,,,"00802","171854","0","506","Census Tract 506","S","+42.3719233","-071.0372787","CT",,2074,906,701,46,3,82,1,25,48,1168,107,12,8,1,3,682,355
